route,travel_seconds,unloading_seconds,total_time_seconds,total_time_minutes,base_minutes_billed,overtime_minutes_billed,base_cost,overtime_cost,total_cost
Centre Port->Woolworths Crofton Downs->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,3870.0,8100.0,11970.0,199.5,180.0,19.5,600.0,89.375,689.375
Centre Port->Woolworths Johnsonville->Woolworths Kilbirnie->FreshChoice Woburn->Centre Port,4841.07,8100.0,12941.07,215.68449999999999,180.0,35.684499999999986,600.0,163.55395833333327,763.5539583333333
Centre Port->Woolworths Johnsonville->Woolworths Kilbirnie->FreshChoice Cuba Street->Centre Port,2900.51,8100.0,11000.51,183.34183333333334,180.0,3.3418333333333408,600.0,15.316736111111144,615.3167361111111
Centre Port->Woolworths Johnsonville->Woolworths Kilbirnie->Metro Cable Car Lane->Centre Port,2993.95,8100.0,11093.95,184.89916666666667,180.0,4.899166666666673,600.0,22.45451388888892,622.4545138888889
Centre Port->Woolworths Johnsonville->Woolworths Kilbirnie->Woolworths Tawa->Centre Port,5002.1,8100.0,13102.1,218.36833333333334,180.0,38.36833333333334,600.0,175.85486111111112,775.8548611111112
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Kilbirnie->Centre Port,4346.49,8100.0,12446.49,207.4415,180.0,27.44149999999999,600.0,125.77354166666662,725.7735416666666
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Petone->Centre Port,3086.87,8100.0,11186.869999999999,186.4478333333333,180.0,6.447833333333307,600.0,29.55256944444432,629.5525694444443
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,3341.2199999999993,7200.0,10541.22,175.68699999999998,175.68699999999998,0.0,585.6233333333333,0.0,585.6233333333333
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Karori->Centre Port,4344.12,8100.0,12444.119999999999,207.402,180.0,27.401999999999987,600.0,125.59249999999993,725.5925
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Aotea->Centre Port,5322.98,8100.0,13422.98,223.71633333333332,180.0,43.716333333333324,600.0,200.36652777777772,800.3665277777777
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,5550.54,8100.0,13650.54,227.50900000000001,180.0,47.509000000000015,600.0,217.7495833333334,817.7495833333334
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,3659.5199999999995,8100.0,11759.52,195.99200000000002,180.0,15.992000000000019,600.0,73.29666666666675,673.2966666666667
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Newtown->Centre Port,3792.1299999999997,8100.0,11892.13,198.20216666666664,180.0,18.202166666666642,600.0,83.4265972222221,683.4265972222221
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,3344.72,7200.0,10544.72,175.74533333333332,175.74533333333332,0.0,585.8177777777778,0.0,585.8177777777778
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,2988.41,8100.0,11088.41,184.80683333333334,180.0,4.806833333333344,600.0,22.03131944444449,622.0313194444445
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Queensgate->Centre Port,3018.7299999999996,8100.0,11118.73,185.31216666666666,180.0,5.312166666666656,600.0,24.347430555555505,624.3474305555555
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->Woolworths Tawa->Centre Port,4788.28,7200.0,11988.279999999999,199.80466666666663,180.0,19.804666666666634,600.0,90.77138888888874,690.7713888888887
Centre Port->Woolworths Johnsonville->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,5319.92,8100.0,13419.92,223.66533333333334,180.0,43.665333333333336,600.0,200.1327777777778,800.1327777777778
Centre Port->Woolworths Johnsonville->Woolworths Petone->FreshChoice Woburn->Centre Port,3168.9599999999996,8100.0,11268.96,187.81599999999997,180.0,7.815999999999974,600.0,35.82333333333321,635.8233333333333
Centre Port->Woolworths Johnsonville->Woolworths Petone->FreshChoice Cuba Street->Centre Port,2591.67,8100.0,10691.67,178.1945,178.1945,0.0,593.9816666666667,0.0,593.9816666666667
Centre Port->Woolworths Johnsonville->Woolworths Petone->Metro Cable Car Lane->Centre Port,2595.17,8100.0,10695.17,178.25283333333334,178.25283333333334,0.0,594.1761111111111,0.0,594.1761111111111
Centre Port->Woolworths Johnsonville->Woolworths Petone->Woolworths Tawa->Centre Port,3980.74,8100.0,12080.74,201.34566666666666,180.0,21.34566666666666,600.0,97.83430555555552,697.8343055555555
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Kilbirnie->Centre Port,2854.25,8100.0,10954.25,182.57083333333333,180.0,2.5708333333333258,600.0,11.782986111111075,611.7829861111111
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->FreshChoice Woburn->Centre Port,3755.22,7200.0,10955.22,182.587,180.0,2.586999999999989,600.0,11.857083333333282,611.8570833333333
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Petone->Centre Port,3005.68,8100.0,11105.68,185.09466666666668,180.0,5.094666666666683,600.0,23.35055555555563,623.3505555555556
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Karori->Centre Port,2821.97,8100.0,10921.97,182.03283333333331,180.0,2.032833333333315,600.0,9.317152777777693,609.3171527777777
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Aotea->Centre Port,4508.94,8100.0,12608.939999999999,210.14899999999997,180.0,30.148999999999972,600.0,138.18291666666653,738.1829166666665
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Upper Hutt->Centre Port,5884.299999999999,8100.0,13984.3,233.07166666666666,180.0,53.07166666666666,600.0,243.24513888888885,843.2451388888888
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Centre Port,2845.4700000000003,8100.0,10945.470000000001,182.42450000000002,180.0,2.424500000000023,600.0,11.112291666666772,611.1122916666668
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Newtown->Centre Port,2299.89,8100.0,10399.89,173.33149999999998,173.33149999999998,0.0,577.7716666666666,0.0,577.7716666666666
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,1841.61,7200.0,9041.61,150.6935,150.6935,0.0,502.31166666666667,0.0,502.31166666666667
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Lower Hutt->Centre Port,3524.4199999999996,8100.0,11624.42,193.74033333333333,180.0,13.740333333333325,600.0,62.97652777777773,662.9765277777777
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Queensgate->Centre Port,3724.2799999999997,8100.0,11824.279999999999,197.0713333333333,180.0,17.071333333333314,600.0,78.24361111111102,678.243611111111
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,3916.2499999999995,7200.0,11116.25,185.27083333333334,180.0,5.270833333333343,600.0,24.157986111111153,624.1579861111112
Centre Port->Woolworths Johnsonville->FreshChoice Cuba Street->FreshChoice Cannons Creek->Centre Port,4505.87,8100.0,12605.869999999999,210.0978333333333,180.0,30.097833333333313,600.0,137.9484027777777,737.9484027777777
Centre Port->Woolworths Johnsonville->Woolworths Karori->FreshChoice Woburn->Centre Port,4776.3099999999995,8100.0,12876.31,214.60516666666666,180.0,34.60516666666666,600.0,158.60701388888884,758.6070138888888
Centre Port->Woolworths Johnsonville->Woolworths Karori->FreshChoice Cuba Street->Centre Port,2869.8099999999995,8100.0,10969.81,182.83016666666666,180.0,2.8301666666666563,600.0,12.971597222222174,612.9715972222222
Centre Port->Woolworths Johnsonville->Woolworths Karori->Metro Cable Car Lane->Centre Port,2963.25,8100.0,11063.25,184.3875,180.0,4.387499999999989,600.0,20.109374999999947,620.109375
Centre Port->Woolworths Johnsonville->Woolworths Karori->Woolworths Tawa->Centre Port,4937.33,8100.0,13037.33,217.28883333333334,180.0,37.28883333333334,600.0,170.9071527777778,770.9071527777778
Centre Port->Woolworths Johnsonville->Woolworths Aotea->FreshChoice Woburn->Centre Port,4789.969999999999,8100.0,12889.97,214.83283333333333,180.0,34.832833333333326,600.0,159.65048611111106,759.650486111111
Centre Port->Woolworths Johnsonville->Woolworths Aotea->FreshChoice Cuba Street->Centre Port,3674.5699999999997,8100.0,11774.57,196.24283333333332,180.0,16.242833333333323,600.0,74.44631944444438,674.4463194444444
Centre Port->Woolworths Johnsonville->Woolworths Aotea->Metro Cable Car Lane->Centre Port,3678.07,8100.0,11778.07,196.30116666666666,180.0,16.30116666666666,600.0,74.71368055555551,674.7136805555555
Centre Port->Woolworths Johnsonville->Woolworths Aotea->Woolworths Tawa->Centre Port,3288.66,8100.0,11388.66,189.811,180.0,9.811000000000007,600.0,44.96708333333336,644.9670833333333
Centre Port->Woolworths Johnsonville->Woolworths Upper Hutt->FreshChoice Woburn->Centre Port,5527.749999999999,8100.0,13627.75,227.12916666666666,180.0,47.12916666666666,600.0,216.00868055555551,816.0086805555555
Centre Port->Woolworths Johnsonville->Woolworths Upper Hutt->FreshChoice Cuba Street->Centre Port,5470.299999999999,8100.0,13570.3,226.17166666666665,180.0,46.17166666666665,600.0,211.62013888888882,811.6201388888888
Centre Port->Woolworths Johnsonville->Woolworths Upper Hutt->Metro Cable Car Lane->Centre Port,5473.79,8100.0,13573.79,226.22983333333335,180.0,46.229833333333346,600.0,211.88673611111116,811.8867361111112
Centre Port->Woolworths Johnsonville->Woolworths Upper Hutt->Woolworths Tawa->Centre Port,5905.280000000001,8100.0,14005.28,233.42133333333334,180.0,53.42133333333334,600.0,244.84777777777776,844.8477777777778
Centre Port->Woolworths Johnsonville->Woolworths Johnsonville Mall->FreshChoice Woburn->Centre Port,3111.1499999999996,8100.0,11211.15,186.8525,180.0,6.852499999999992,600.0,31.407291666666627,631.4072916666667
Centre Port->Woolworths Johnsonville->Woolworths Johnsonville Mall->FreshChoice Cuba Street->Centre Port,1904.04,8100.0,10004.04,166.734,166.734,0.0,555.7800000000001,0.0,555.7800000000001
Centre Port->Woolworths Johnsonville->Woolworths Johnsonville Mall->Metro Cable Car Lane->Centre Port,1907.54,8100.0,10007.54,166.79233333333335,166.79233333333335,0.0,555.9744444444445,0.0,555.9744444444445
Centre Port->Woolworths Johnsonville->Woolworths Johnsonville Mall->Woolworths Tawa->Centre Port,2745.83,8100.0,10845.83,180.76383333333334,180.0,0.7638333333333378,600.0,3.500902777777798,603.5009027777778
Centre Port->Woolworths Johnsonville->Woolworths Newtown->FreshChoice Woburn->Centre Port,4265.63,8100.0,12365.630000000001,206.09383333333335,180.0,26.09383333333335,600.0,119.59673611111118,719.5967361111112
Centre Port->Woolworths Johnsonville->Woolworths Newtown->FreshChoice Cuba Street->Centre Port,2325.0699999999997,8100.0,10425.07,173.75116666666665,173.75116666666665,0.0,579.1705555555556,0.0,579.1705555555556
Centre Port->Woolworths Johnsonville->Woolworths Newtown->Metro Cable Car Lane->Centre Port,2418.51,8100.0,10518.51,175.3085,175.3085,0.0,584.3616666666667,0.0,584.3616666666667
Centre Port->Woolworths Johnsonville->Woolworths Newtown->Woolworths Tawa->Centre Port,4426.66,8100.0,12526.66,208.77766666666668,180.0,28.777666666666676,600.0,131.89763888888893,731.8976388888889
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Kilbirnie->Centre Port,2898.75,8100.0,10998.75,183.3125,180.0,3.3125,600.0,15.182291666666666,615.1822916666666
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,3758.7,7200.0,10958.7,182.645,180.0,2.6450000000000102,600.0,12.122916666666713,612.1229166666667
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Petone->Centre Port,3009.1699999999996,8100.0,11109.17,185.15283333333335,180.0,5.152833333333348,600.0,23.617152777777843,623.6171527777778
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,1792.6699999999998,7200.0,8992.67,149.87783333333334,149.87783333333334,0.0,499.5927777777778,0.0,499.5927777777778
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Karori->Centre Port,2866.47,8100.0,10966.47,182.7745,180.0,2.774499999999989,600.0,12.716458333333282,612.7164583333333
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Aotea->Centre Port,4512.42,8100.0,12612.42,210.207,180.0,30.206999999999994,600.0,138.44874999999996,738.44875
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Upper Hutt->Centre Port,5887.78,8100.0,13987.779999999999,233.12966666666665,180.0,53.12966666666665,600.0,243.51097222222214,843.5109722222221
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,2848.96,8100.0,10948.96,182.48266666666666,180.0,2.4826666666666597,600.0,11.378888888888856,611.3788888888888
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Newtown->Centre Port,2344.39,8100.0,10444.39,174.07316666666665,174.07316666666665,0.0,580.2438888888888,0.0,580.2438888888888
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,3527.8999999999996,8100.0,11627.9,193.79833333333332,180.0,13.798333333333318,600.0,63.24236111111104,663.242361111111
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,3727.7699999999995,8100.0,11827.77,197.1295,180.0,17.129500000000007,600.0,78.51020833333337,678.5102083333334
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->Woolworths Tawa->Centre Port,3919.73,7200.0,11119.73,185.32883333333334,180.0,5.3288333333333355,600.0,24.423819444444455,624.4238194444445
Centre Port->Woolworths Johnsonville->Metro Cable Car Lane->FreshChoice Cannons Creek->Centre Port,4509.36,8100.0,12609.36,210.156,180.0,30.156000000000006,600.0,138.21500000000003,738.215
Centre Port->Woolworths Johnsonville->Woolworths Lower Hutt->FreshChoice Woburn->Centre Port,3008.1,8100.0,11108.1,185.13500000000002,180.0,5.135000000000019,600.0,23.535416666666755,623.5354166666667
Centre Port->Woolworths Johnsonville->Woolworths Lower Hutt->FreshChoice Cuba Street->Centre Port,3110.41,8100.0,11210.41,186.84016666666668,180.0,6.840166666666676,600.0,31.350763888888928,631.3507638888889
Centre Port->Woolworths Johnsonville->Woolworths Lower Hutt->Metro Cable Car Lane->Centre Port,3113.9,8100.0,11213.9,186.89833333333334,180.0,6.8983333333333405,600.0,31.61736111111114,631.6173611111111
Centre Port->Woolworths Johnsonville->Woolworths Lower Hutt->Woolworths Tawa->Centre Port,4557.46,8100.0,12657.46,210.95766666666665,180.0,30.957666666666654,600.0,141.8893055555555,741.8893055555554
Centre Port->Woolworths Johnsonville->Woolworths Queensgate->FreshChoice Woburn->Centre Port,3036.51,8100.0,11136.51,185.6085,180.0,5.608499999999992,600.0,25.705624999999962,625.7056249999999
Centre Port->Woolworths Johnsonville->Woolworths Queensgate->FreshChoice Cuba Street->Centre Port,3310.2799999999997,8100.0,11410.279999999999,190.1713333333333,180.0,10.171333333333308,600.0,46.618611111110994,646.618611111111
Centre Port->Woolworths Johnsonville->Woolworths Queensgate->Metro Cable Car Lane->Centre Port,3313.78,8100.0,11413.78,190.22966666666667,180.0,10.229666666666674,600.0,46.88597222222225,646.8859722222222
Centre Port->Woolworths Johnsonville->Woolworths Queensgate->Woolworths Tawa->Centre Port,4757.34,8100.0,12857.34,214.28900000000002,180.0,34.289000000000016,600.0,157.15791666666672,757.1579166666668
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Kilbirnie->Centre Port,4087.1500000000005,8100.0,12187.150000000001,203.1191666666667,180.0,23.1191666666667,600.0,105.96284722222236,705.9628472222223
Centre Port->Woolworths Johnsonville->Woolworths Tawa->FreshChoice Woburn->Centre Port,4288.99,7200.0,11488.99,191.48316666666668,180.0,11.483166666666676,600.0,52.631180555555595,652.6311805555556
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Petone->Centre Port,3539.45,8100.0,11639.45,193.99083333333334,180.0,13.990833333333342,600.0,64.12465277777781,664.1246527777778
Centre Port->Woolworths Johnsonville->Woolworths Tawa->FreshChoice Cuba Street->Centre Port,3081.88,7200.0,10281.880000000001,171.3646666666667,171.3646666666667,0.0,571.2155555555556,0.0,571.2155555555556
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Karori->Centre Port,4084.78,8100.0,12184.78,203.07966666666667,180.0,23.079666666666668,600.0,105.78180555555555,705.7818055555556
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Aotea->Centre Port,4102.3,8100.0,12202.3,203.37166666666664,180.0,23.37166666666664,600.0,107.12013888888876,707.1201388888887
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Upper Hutt->Centre Port,6286.02,8100.0,14386.02,239.767,180.0,59.766999999999996,600.0,273.9320833333333,873.9320833333334
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Johnsonville Mall->Centre Port,2898.4700000000003,8100.0,10998.470000000001,183.30783333333335,180.0,3.307833333333349,600.0,15.160902777777848,615.1609027777779
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Newtown->Centre Port,3532.7900000000004,8100.0,11632.79,193.87983333333335,180.0,13.879833333333352,600.0,63.615902777777855,663.6159027777778
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Metro Cable Car Lane->Centre Port,3085.38,7200.0,10285.380000000001,171.42300000000003,171.42300000000003,0.0,571.4100000000001,0.0,571.4100000000001
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Lower Hutt->Centre Port,4058.18,8100.0,12158.18,202.63633333333334,180.0,22.63633333333334,600.0,103.74986111111113,703.7498611111112
Centre Port->Woolworths Johnsonville->Woolworths Tawa->Woolworths Queensgate->Centre Port,4258.05,8100.0,12358.05,205.9675,180.0,25.9675,600.0,119.01770833333333,719.0177083333333
Centre Port->Woolworths Johnsonville->Woolworths Tawa->FreshChoice Cannons Creek->Centre Port,4099.24,8100.0,12199.24,203.32066666666665,180.0,23.320666666666654,600.0,106.88638888888882,706.8863888888889
Centre Port->Woolworths Johnsonville->FreshChoice Cannons Creek->FreshChoice Woburn->Centre Port,4878.62,8100.0,12978.619999999999,216.31033333333332,180.0,36.31033333333332,600.0,166.42236111111103,766.4223611111111
Centre Port->Woolworths Johnsonville->FreshChoice Cannons Creek->FreshChoice Cuba Street->Centre Port,3671.5099999999993,8100.0,11771.509999999998,196.1918333333333,180.0,16.191833333333307,600.0,74.21256944444431,674.2125694444443
Centre Port->Woolworths Johnsonville->FreshChoice Cannons Creek->Metro Cable Car Lane->Centre Port,3674.9999999999995,8100.0,11775.0,196.25,180.0,16.25,600.0,74.47916666666666,674.4791666666666
Centre Port->Woolworths Johnsonville->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,3285.5899999999997,8100.0,11385.59,189.75983333333335,180.0,9.759833333333347,600.0,44.73256944444451,644.7325694444445
Centre Port->Woolworths Maidstone->Woolworths Kilbirnie->FreshChoice Woburn->Centre Port,7945.14,8100.0,16045.14,267.419,180.0,87.41899999999998,600.0,400.67041666666654,1000.6704166666666
Centre Port->Woolworths Maidstone->Woolworths Kilbirnie->FreshChoice Cuba Street->Centre Port,6004.58,8100.0,14104.58,235.07633333333334,180.0,55.07633333333334,600.0,252.43319444444444,852.4331944444444
Centre Port->Woolworths Maidstone->Woolworths Kilbirnie->Metro Cable Car Lane->Centre Port,6098.0199999999995,8100.0,14198.02,236.63366666666667,180.0,56.63366666666667,600.0,259.5709722222222,859.5709722222223
Centre Port->Woolworths Maidstone->Woolworths Kilbirnie->Woolworths Tawa->Centre Port,8106.17,8100.0,16206.17,270.1028333333333,180.0,90.10283333333331,600.0,412.9713194444443,1012.9713194444444
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Kilbirnie->Centre Port,6300.900000000001,8100.0,14400.900000000001,240.01500000000001,180.0,60.015000000000015,600.0,275.06875,875.06875
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Petone->Centre Port,5041.28,8100.0,13141.279999999999,219.0213333333333,180.0,39.0213333333333,600.0,178.84777777777762,778.8477777777777
Centre Port->Woolworths Maidstone->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,5295.63,7200.0,12495.630000000001,208.2605,180.0,28.260500000000008,600.0,129.52729166666668,729.5272916666667
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Karori->Centre Port,6298.530000000001,8100.0,14398.53,239.9755,180.0,59.97550000000001,600.0,274.88770833333336,874.8877083333334
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Aotea->Centre Port,7277.39,8100.0,15377.39,256.2898333333333,180.0,76.28983333333332,600.0,349.66173611111105,949.661736111111
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,7504.95,8100.0,15604.95,260.08250000000004,180.0,80.08250000000004,600.0,367.0447916666668,967.0447916666668
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,5613.93,8100.0,13713.93,228.56550000000001,180.0,48.565500000000014,600.0,222.59187500000004,822.5918750000001
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Newtown->Centre Port,5746.540000000001,8100.0,13846.54,230.7756666666667,180.0,50.775666666666694,600.0,232.72180555555568,832.7218055555556
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,5299.13,7200.0,12499.130000000001,208.31883333333334,180.0,28.318833333333345,600.0,129.79465277777783,729.7946527777779
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,4942.820000000001,8100.0,13042.82,217.38033333333334,180.0,37.38033333333334,600.0,171.32652777777778,771.3265277777778
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Queensgate->Centre Port,4973.14,8100.0,13073.14,217.88566666666665,180.0,37.88566666666665,600.0,173.6426388888888,773.6426388888888
Centre Port->Woolworths Maidstone->FreshChoice Woburn->Woolworths Tawa->Centre Port,6742.6900000000005,7200.0,13942.69,232.3781666666667,180.0,52.37816666666669,600.0,240.0665972222223,840.0665972222223
Centre Port->Woolworths Maidstone->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,7274.33,8100.0,15374.33,256.23883333333333,180.0,76.23883333333333,600.0,349.42798611111107,949.4279861111111
Centre Port->Woolworths Maidstone->Woolworths Petone->FreshChoice Woburn->Centre Port,5647.030000000001,8100.0,13747.03,229.1171666666667,180.0,49.11716666666669,600.0,225.1203472222223,825.1203472222223
Centre Port->Woolworths Maidstone->Woolworths Petone->FreshChoice Cuba Street->Centre Port,5069.74,8100.0,13169.74,219.49566666666666,180.0,39.495666666666665,600.0,181.02180555555555,781.0218055555556
Centre Port->Woolworths Maidstone->Woolworths Petone->Metro Cable Car Lane->Centre Port,5073.24,8100.0,13173.24,219.554,180.0,39.554,600.0,181.28916666666666,781.2891666666667
Centre Port->Woolworths Maidstone->Woolworths Petone->Woolworths Tawa->Centre Port,6458.810000000001,8100.0,14558.810000000001,242.64683333333335,180.0,62.64683333333335,600.0,287.1313194444445,887.1313194444444
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Kilbirnie->Centre Port,5958.320000000001,8100.0,14058.32,234.30533333333332,180.0,54.30533333333332,600.0,248.89944444444438,848.8994444444444
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->FreshChoice Woburn->Centre Port,6859.29,7200.0,14059.29,234.32150000000001,180.0,54.321500000000015,600.0,248.9735416666667,848.9735416666667
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Petone->Centre Port,6109.75,8100.0,14209.75,236.82916666666668,180.0,56.82916666666668,600.0,260.4670138888889,860.4670138888889
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Karori->Centre Port,5926.04,8100.0,14026.04,233.76733333333334,180.0,53.76733333333334,600.0,246.43361111111113,846.4336111111111
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Aotea->Centre Port,7613.01,8100.0,15713.01,261.8835,180.0,81.88350000000003,600.0,375.2993750000001,975.299375
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Upper Hutt->Centre Port,8988.369999999999,8100.0,17088.37,284.8061666666666,180.0,104.80616666666663,600.0,480.36159722222203,1080.361597222222
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Centre Port,5949.54,8100.0,14049.54,234.15900000000002,180.0,54.15900000000002,600.0,248.22875000000008,848.2287500000001
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Newtown->Centre Port,5403.959999999999,8100.0,13503.96,225.06599999999997,180.0,45.065999999999974,600.0,206.55249999999987,806.5524999999999
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,4945.679999999999,7200.0,12145.68,202.428,180.0,22.427999999999997,600.0,102.79499999999999,702.795
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Lower Hutt->Centre Port,6628.490000000001,8100.0,14728.490000000002,245.47483333333335,180.0,65.47483333333335,600.0,300.09298611111114,900.0929861111111
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Queensgate->Centre Port,6828.35,8100.0,14928.35,248.80583333333334,180.0,68.80583333333334,600.0,315.36006944444443,915.3600694444444
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,7020.320000000001,7200.0,14220.32,237.00533333333334,180.0,57.00533333333334,600.0,261.27444444444444,861.2744444444445
Centre Port->Woolworths Maidstone->FreshChoice Cuba Street->FreshChoice Cannons Creek->Centre Port,7609.94,8100.0,15709.939999999999,261.83233333333334,180.0,81.83233333333334,600.0,375.0648611111111,975.0648611111111
Centre Port->Woolworths Maidstone->Woolworths Karori->FreshChoice Woburn->Centre Port,7880.38,8100.0,15980.380000000001,266.3396666666667,180.0,86.33966666666669,600.0,395.7234722222223,995.7234722222223
Centre Port->Woolworths Maidstone->Woolworths Karori->FreshChoice Cuba Street->Centre Port,5973.88,8100.0,14073.880000000001,234.56466666666668,180.0,54.56466666666668,600.0,250.0880555555556,850.0880555555556
Centre Port->Woolworths Maidstone->Woolworths Karori->Metro Cable Car Lane->Centre Port,6067.32,8100.0,14167.32,236.12199999999999,180.0,56.121999999999986,600.0,257.22583333333324,857.2258333333332
Centre Port->Woolworths Maidstone->Woolworths Karori->Woolworths Tawa->Centre Port,8041.400000000001,8100.0,16141.400000000001,269.02333333333337,180.0,89.02333333333337,600.0,408.0236111111112,1008.0236111111112
Centre Port->Woolworths Maidstone->Woolworths Aotea->FreshChoice Woburn->Centre Port,7237.97,8100.0,15337.970000000001,255.63283333333337,180.0,75.63283333333337,600.0,346.65048611111126,946.6504861111113
Centre Port->Woolworths Maidstone->Woolworths Aotea->FreshChoice Cuba Street->Centre Port,6122.57,8100.0,14222.57,237.04283333333333,180.0,57.042833333333334,600.0,261.44631944444444,861.4463194444445
Centre Port->Woolworths Maidstone->Woolworths Aotea->Metro Cable Car Lane->Centre Port,6126.07,8100.0,14226.07,237.10116666666667,180.0,57.10116666666667,600.0,261.7136805555556,861.7136805555556
Centre Port->Woolworths Maidstone->Woolworths Aotea->Woolworths Tawa->Centre Port,5736.66,8100.0,13836.66,230.611,180.0,50.61099999999999,600.0,231.96708333333328,831.9670833333332
