route,total_cost
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Queensgate->Centre Port,794.6694444444445
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Tawa->Centre Port,757.12125
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->FreshChoice Cannons Creek->Centre Port,861.5998611111111
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Kilbirnie->Centre Port,695.0728472222222
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Wainuiomata->Centre Port,871.9696527777778
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->FreshChoice Woburn->Centre Port,641.7411805555556
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Petone->Centre Port,653.2346527777778
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Karori->Centre Port,694.8910416666666
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Porirua->Centre Port,687.7769444444444
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Aotea->Centre Port,595.4922222222223
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Upper Hutt->Centre Port,788.4116666666666
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Johnsonville Mall->Centre Port,604.2709027777778
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Newtown->Centre Port,652.7259027777777
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Metro Cable Car Lane->Centre Port,563.4894444444444
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Lower Hutt->Centre Port,692.859861111111
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Queensgate->Centre Port,708.1277083333333
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,541.8555555555556
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Crofton Downs->Centre Port,716.0049305555556
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Johnsonville->Centre Port,671.3082638888889
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Maidstone->Centre Port,857.4771527777777
Centre Port->Woolworths Karori->Woolworths Kilbirnie->FreshChoice Woburn->Centre Port,700.0006944444444
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Petone->Centre Port,711.4941666666667
Centre Port->Woolworths Karori->Woolworths Kilbirnie->FreshChoice Cuba Street->Centre Port,564.918888888889
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Aotea->Centre Port,826.3265277777778
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Upper Hutt->Centre Port,931.38875
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Centre Port,699.2559027777778
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Newtown->Centre Port,612.3528472222222
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Metro Cable Car Lane->Centre Port,570.11
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Lower Hutt->Centre Port,751.1201388888888
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Queensgate->Centre Port,766.3879861111111
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Tawa->Centre Port,712.3015972222223
Centre Port->Woolworths Karori->Woolworths Kilbirnie->FreshChoice Cannons Creek->Centre Port,826.0920138888889
Centre Port->Woolworths Karori->Woolworths Wainuiomata->FreshChoice Woburn->Centre Port,781.9820138888888
Centre Port->Woolworths Karori->Woolworths Wainuiomata->FreshChoice Cuba Street->Centre Port,796.5791666666667
Centre Port->Woolworths Karori->Woolworths Wainuiomata->Metro Cable Car Lane->Centre Port,796.8457638888888
Centre Port->Woolworths Karori->Woolworths Wainuiomata->Woolworths Tawa->Centre Port,913.5565277777778
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Kilbirnie->Centre Port,711.8921527777778
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Wainuiomata->Centre Port,774.0413888888888
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Petone->Centre Port,615.6711805555555
Centre Port->Woolworths Karori->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,575.5277777777778
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Porirua->Centre Port,849.9421527777778
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Aotea->Centre Port,786.485138888889
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,803.8681944444445
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,659.4152777777776
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Newtown->Centre Port,669.5452083333332
Centre Port->Woolworths Karori->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,575.7222222222223
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,608.1499305555556
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Queensgate->Centre Port,610.4660416666667
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Tawa->Centre Port,676.8900000000001
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Crofton Downs->Centre Port,754.9945833333334
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Johnsonville->Centre Port,723.496388888889
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Maidstone->Centre Port,872.9336805555556
Centre Port->Woolworths Karori->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,786.251388888889
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Kilbirnie->Centre Port,723.3848611111113
Centre Port->Woolworths Karori->Woolworths Petone->FreshChoice Woburn->Centre Port,621.9419444444444
Centre Port->Woolworths Karori->Woolworths Petone->FreshChoice Cuba Street->Centre Port,583.8861111111112
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Aotea->Centre Port,797.9778472222222
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Upper Hutt->Centre Port,853.3299999999999
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Johnsonville Mall->Centre Port,670.9079861111111
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Newtown->Centre Port,681.0379166666667
Centre Port->Woolworths Karori->Woolworths Petone->Metro Cable Car Lane->Centre Port,584.0805555555556
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Lower Hutt->Centre Port,673.0606250000001
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Queensgate->Centre Port,679.0327083333334
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Tawa->Centre Port,683.9529166666667
Centre Port->Woolworths Karori->Woolworths Petone->FreshChoice Cannons Creek->Centre Port,797.7440972222221
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Kilbirnie->Centre Port,559.6188888888888
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Wainuiomata->Centre Port,774.7785416666667
Centre Port->Woolworths Karori->FreshChoice Cuba Street->FreshChoice Woburn->Centre Port,559.6727777777778
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Petone->Centre Port,568.0316666666668
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Porirua->Centre Port,734.3329166666667
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Aotea->Centre Port,670.8759027777777
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Upper Hutt->Centre Port,775.9381249999999
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Centre Port,559.1311111111112
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Newtown->Centre Port,528.821111111111
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,453.3611111111111
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Lower Hutt->Centre Port,596.8505555555555
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Queensgate->Centre Port,610.9365972222222
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,568.6188888888889
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Crofton Downs->Centre Port,603.7797222222223
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Johnsonville->Centre Port,607.8871527777777
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Maidstone->Centre Port,845.003611111111
Centre Port->Woolworths Karori->FreshChoice Cuba Street->FreshChoice Cannons Creek->Centre Port,670.6413888888889
Centre Port->Woolworths Karori->Woolworths Porirua->FreshChoice Woburn->Centre Port,848.3425694444444
Centre Port->Woolworths Karori->Woolworths Porirua->FreshChoice Cuba Street->Centre Port,756.1335416666667
Centre Port->Woolworths Karori->Woolworths Porirua->Metro Cable Car Lane->Centre Port,756.4001388888888
Centre Port->Woolworths Karori->Woolworths Porirua->Woolworths Tawa->Centre Port,726.6535416666667
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Kilbirnie->Centre Port,838.2179861111111
Centre Port->Woolworths Karori->Woolworths Aotea->FreshChoice Woburn->Centre Port,777.8806944444443
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Petone->Centre Port,796.3797916666667
Centre Port->Woolworths Karori->Woolworths Aotea->FreshChoice Cuba Street->Centre Port,692.6765277777777
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Upper Hutt->Centre Port,929.3086805555556
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Johnsonville Mall->Centre Port,747.4160416666666
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Newtown->Centre Port,795.8710416666665
Centre Port->Woolworths Karori->Woolworths Aotea->Metro Cable Car Lane->Centre Port,692.9438888888889
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Lower Hutt->Centre Port,829.0001388888888
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Queensgate->Centre Port,844.2679861111112
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Tawa->Centre Port,663.1972916666668
Centre Port->Woolworths Karori->Woolworths Aotea->FreshChoice Cannons Creek->Centre Port,736.2770138888889
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Kilbirnie->Centre Port,943.2802083333332
Centre Port->Woolworths Karori->Woolworths Upper Hutt->FreshChoice Woburn->Centre Port,802.1272916666666
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Petone->Centre Port,853.6225694444445
Centre Port->Woolworths Karori->Woolworths Upper Hutt->FreshChoice Cuba Street->Centre Port,797.73875
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Aotea->Centre Port,934.0463194444446
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Centre Port,890.8025694444443
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Newtown->Centre Port,900.9324999999999
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Metro Cable Car Lane->Centre Port,798.0053472222222
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Lower Hutt->Centre Port,853.246736111111
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Queensgate->Centre Port,868.5145833333333
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Tawa->Centre Port,830.966388888889
Centre Port->Woolworths Karori->Woolworths Upper Hutt->FreshChoice Cannons Creek->Centre Port,935.4449999999999
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Kilbirnie->Centre Port,711.1465972222222
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->FreshChoice Woburn->Centre Port,657.8149305555556
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Petone->Centre Port,669.3084027777777
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->FreshChoice Cuba Street->Centre Port,574.9855555555556
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Aotea->Centre Port,743.9334722222222
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Upper Hutt->Centre Port,889.2029861111112
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Newtown->Centre Port,668.7996527777777
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Metro Cable Car Lane->Centre Port,575.1800000000001
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Lower Hutt->Centre Port,708.9343749999999
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Queensgate->Centre Port,724.2022222222222
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Tawa->Centre Port,629.9085416666668
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Centre Port,743.6989583333333
Centre Port->Woolworths Karori->Woolworths Newtown->Woolworths Kilbirnie->Centre Port,612.8952083333334
Centre Port->Woolworths Karori->Woolworths Newtown->FreshChoice Woburn->Centre Port,656.0434722222222
Centre Port->Woolworths Karori->Woolworths Newtown->Woolworths Petone->Centre Port,667.5369444444444
Centre Port->Woolworths Karori->Woolworths Newtown->FreshChoice Cuba Street->Centre Port,532.95
Centre Port->Woolworths Karori->Woolworths Newtown->Woolworths Aotea->Centre Port,782.3693055555556
Centre Port->Woolworths Karori->Woolworths Newtown->Woolworths Upper Hutt->Centre Port,887.4315277777778
Centre Port->Woolworths Karori->Woolworths Newtown->Woolworths Johnsonville Mall->Centre Port,655.2986805555556
Centre Port->Woolworths Karori->Woolworths Newtown->Metro Cable Car Lane->Centre Port,538.1411111111112
Centre Port->Woolworths Karori->Woolworths Newtown->Woolworths Lower Hutt->Centre Port,707.1621527777777
Centre Port->Woolworths Karori->Woolworths Newtown->Woolworths Queensgate->Centre Port,722.4300000000001
Centre Port->Woolworths Karori->Woolworths Newtown->Woolworths Tawa->Centre Port,668.3443750000001
Centre Port->Woolworths Karori->Woolworths Newtown->FreshChoice Cannons Creek->Centre Port,782.1347916666666
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Kilbirnie->Centre Port,567.0883333333334
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Wainuiomata->Centre Port,781.9163194444445
Centre Port->Woolworths Karori->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,564.8633333333333
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Petone->Centre Port,573.2227777777779
Centre Port->Woolworths Karori->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,455.63944444444445
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Porirua->Centre Port,741.4699305555555
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Aotea->Centre Port,678.0129166666667
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Upper Hutt->Centre Port,783.0751388888888
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,564.3222222222222
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Newtown->Centre Port,536.2905555555556
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,602.8065277777778
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,618.074375
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Tawa->Centre Port,573.8094444444445
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Crofton Downs->Centre Port,610.9167361111112
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Johnsonville->Centre Port,615.0249305555554
Centre Port->Woolworths Karori->Metro Cable Car Lane->Woolworths Maidstone->Centre Port,852.140625
Centre Port->Woolworths Karori->Metro Cable Car Lane->FreshChoice Cannons Creek->Centre Port,677.7791666666667
Centre Port->Woolworths Karori->Woolworths Lower Hutt->Woolworths Kilbirnie->Centre Port,763.0108333333333
Centre Port->Woolworths Karori->Woolworths Lower Hutt->FreshChoice Woburn->Centre Port,609.6540277777779
Centre Port->Woolworths Karori->Woolworths Lower Hutt->Woolworths Petone->Centre Port,673.3531944444444
Centre Port->Woolworths Karori->Woolworths Lower Hutt->FreshChoice Cuba Street->Centre Port,617.4693749999999
Centre Port->Woolworths Karori->Woolworths Lower Hutt->Woolworths Aotea->Centre Port,837.6038194444444
Centre Port->Woolworths Karori->Woolworths Lower Hutt->Woolworths Upper Hutt->Centre Port,854.9868749999999
Centre Port->Woolworths Karori->Woolworths Lower Hutt->Woolworths Johnsonville Mall->Centre Port,710.5331944444445
Centre Port->Woolworths Karori->Woolworths Lower Hutt->Woolworths Newtown->Centre Port,720.663125
Centre Port->Woolworths Karori->Woolworths Lower Hutt->Metro Cable Car Lane->Centre Port,617.7359722222222
