route,total_cost
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Woolworths Karori->Centre Port,747.3931249999998
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Woolworths Aotea->Centre Port,646.3038888888889
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Woolworths Upper Hutt->Centre Port,840.9137499999999
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Woolworths Newtown->Centre Port,705.227986111111
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Metro Cable Car Lane->Centre Port,602.3000694444445
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Woolworths Lower Hutt->Centre Port,745.3619444444445
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Woolworths Queensgate->Centre Port,760.6297916666667
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,580.038888888889
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->FreshChoice Woburn->Centre Port,616.0409027777778
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Woolworths Petone->Centre Port,627.5343750000001
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->FreshChoice Cuba Street->Centre Port,503.8572222222223
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Woolworths Karori->Centre Port,611.1451388888889
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Woolworths Aotea->Centre Port,742.366736111111
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Woolworths Upper Hutt->Centre Port,847.4289583333333
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Centre Port,615.2961111111111
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Metro Cable Car Lane->Centre Port,509.0483333333333
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Woolworths Lower Hutt->Centre Port,667.1603472222222
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Woolworths Queensgate->Centre Port,682.4281944444444
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Woolworths Tawa->Centre Port,628.3418055555557
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->FreshChoice Cannons Creek->Centre Port,742.1322222222221
Centre Port->Woolworths Newtown->Woolworths Wainuiomata->FreshChoice Woburn->Centre Port,744.8302777777776
Centre Port->Woolworths Newtown->Woolworths Wainuiomata->FreshChoice Cuba Street->Centre Port,759.4274305555555
Centre Port->Woolworths Newtown->Woolworths Wainuiomata->Metro Cable Car Lane->Centre Port,759.6940277777778
Centre Port->Woolworths Newtown->Woolworths Wainuiomata->Woolworths Tawa->Centre Port,876.4047916666666
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Kilbirnie->Centre Port,674.7404166666666
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Wainuiomata->Centre Port,736.8896527777779
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Petone->Centre Port,584.3777777777779
Centre Port->Woolworths Newtown->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,548.5083333333333
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Karori->Centre Port,674.5593749999999
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Porirua->Centre Port,812.7904166666666
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Aotea->Centre Port,749.3334027777777
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,766.7164583333333
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,622.2635416666667
Centre Port->Woolworths Newtown->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,548.7027777777778
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,578.9077777777778
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Queensgate->Centre Port,580.5922222222222
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Tawa->Centre Port,639.738263888889
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Crofton Downs->Centre Port,717.8428472222222
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Johnsonville->Centre Port,686.3446527777777
Centre Port->Woolworths Newtown->FreshChoice Woburn->Woolworths Maidstone->Centre Port,835.7819444444444
Centre Port->Woolworths Newtown->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,749.0996527777778
Centre Port->Woolworths Newtown->Woolworths Petone->Woolworths Kilbirnie->Centre Port,686.2331249999999
Centre Port->Woolworths Newtown->Woolworths Petone->FreshChoice Woburn->Centre Port,588.9383333333334
Centre Port->Woolworths Newtown->Woolworths Petone->FreshChoice Cuba Street->Centre Port,556.8666666666667
Centre Port->Woolworths Newtown->Woolworths Petone->Woolworths Karori->Centre Port,686.0520833333334
Centre Port->Woolworths Newtown->Woolworths Petone->Woolworths Aotea->Centre Port,760.8261111111111
Centre Port->Woolworths Newtown->Woolworths Petone->Woolworths Upper Hutt->Centre Port,816.178263888889
Centre Port->Woolworths Newtown->Woolworths Petone->Woolworths Johnsonville Mall->Centre Port,633.7562500000001
Centre Port->Woolworths Newtown->Woolworths Petone->Metro Cable Car Lane->Centre Port,557.0611111111111
Centre Port->Woolworths Newtown->Woolworths Petone->Woolworths Lower Hutt->Centre Port,635.9088888888889
Centre Port->Woolworths Newtown->Woolworths Petone->Woolworths Queensgate->Centre Port,641.8809722222222
Centre Port->Woolworths Newtown->Woolworths Petone->Woolworths Tawa->Centre Port,646.8011805555554
Centre Port->Woolworths Newtown->Woolworths Petone->FreshChoice Cannons Creek->Centre Port,760.5923611111111
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Kilbirnie->Centre Port,530.7072222222222
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Wainuiomata->Centre Port,735.0250000000001
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->FreshChoice Woburn->Centre Port,530.7611111111112
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Petone->Centre Port,539.12
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Karori->Centre Port,528.913888888889
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Porirua->Centre Port,694.579375
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Aotea->Centre Port,631.1223611111111
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Upper Hutt->Centre Port,736.1845833333333
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Centre Port,530.2194444444445
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,424.44944444444445
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Lower Hutt->Centre Port,567.9388888888889
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Queensgate->Centre Port,579.0422222222223
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,539.7072222222222
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Crofton Downs->Centre Port,573.8372222222222
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Johnsonville->Centre Port,576.8244444444445
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Woolworths Maidstone->Centre Port,805.2500694444444
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->FreshChoice Cannons Creek->Centre Port,630.8878472222223
Centre Port->Woolworths Newtown->Woolworths Karori->Woolworths Kilbirnie->Centre Port,652.0743055555556
Centre Port->Woolworths Newtown->Woolworths Karori->FreshChoice Woburn->Centre Port,648.414513888889
Centre Port->Woolworths Newtown->Woolworths Karori->Woolworths Petone->Centre Port,659.9079861111111
Centre Port->Woolworths Newtown->Woolworths Karori->FreshChoice Cuba Street->Centre Port,529.293888888889
Centre Port->Woolworths Newtown->Woolworths Karori->Woolworths Aotea->Centre Port,774.7403472222222
Centre Port->Woolworths Newtown->Woolworths Karori->Woolworths Upper Hutt->Centre Port,879.8025694444444
Centre Port->Woolworths Newtown->Woolworths Karori->Woolworths Johnsonville Mall->Centre Port,647.6697222222224
Centre Port->Woolworths Newtown->Woolworths Karori->Metro Cable Car Lane->Centre Port,534.485
Centre Port->Woolworths Newtown->Woolworths Karori->Woolworths Lower Hutt->Centre Port,699.5331944444443
Centre Port->Woolworths Newtown->Woolworths Karori->Woolworths Queensgate->Centre Port,714.8010416666667
Centre Port->Woolworths Newtown->Woolworths Karori->Woolworths Tawa->Centre Port,660.7146527777778
Centre Port->Woolworths Newtown->Woolworths Karori->FreshChoice Cannons Creek->Centre Port,774.5058333333333
Centre Port->Woolworths Newtown->Woolworths Porirua->FreshChoice Woburn->Centre Port,811.1908333333333
Centre Port->Woolworths Newtown->Woolworths Porirua->FreshChoice Cuba Street->Centre Port,718.9818055555555
Centre Port->Woolworths Newtown->Woolworths Porirua->Metro Cable Car Lane->Centre Port,719.2484027777778
Centre Port->Woolworths Newtown->Woolworths Porirua->Woolworths Tawa->Centre Port,689.5018055555556
Centre Port->Woolworths Newtown->Woolworths Aotea->Woolworths Kilbirnie->Centre Port,801.06625
Centre Port->Woolworths Newtown->Woolworths Aotea->FreshChoice Woburn->Centre Port,740.7289583333334
Centre Port->Woolworths Newtown->Woolworths Aotea->Woolworths Petone->Centre Port,759.2280555555556
Centre Port->Woolworths Newtown->Woolworths Aotea->FreshChoice Cuba Street->Centre Port,655.5247916666666
Centre Port->Woolworths Newtown->Woolworths Aotea->Woolworths Karori->Centre Port,800.8852083333334
Centre Port->Woolworths Newtown->Woolworths Aotea->Woolworths Upper Hutt->Centre Port,892.1569444444443
Centre Port->Woolworths Newtown->Woolworths Aotea->Woolworths Johnsonville Mall->Centre Port,710.2643055555554
Centre Port->Woolworths Newtown->Woolworths Aotea->Metro Cable Car Lane->Centre Port,655.7921527777778
Centre Port->Woolworths Newtown->Woolworths Aotea->Woolworths Lower Hutt->Centre Port,791.8484027777779
Centre Port->Woolworths Newtown->Woolworths Aotea->Woolworths Queensgate->Centre Port,807.1162499999999
Centre Port->Woolworths Newtown->Woolworths Aotea->Woolworths Tawa->Centre Port,626.0455555555554
Centre Port->Woolworths Newtown->Woolworths Aotea->FreshChoice Cannons Creek->Centre Port,699.1252777777777
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Woolworths Kilbirnie->Centre Port,906.1284722222222
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->FreshChoice Woburn->Centre Port,764.9755555555555
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Woolworths Petone->Centre Port,816.4708333333333
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->FreshChoice Cuba Street->Centre Port,760.5870138888888
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Woolworths Karori->Centre Port,905.9466666666665
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Woolworths Aotea->Centre Port,896.8945833333332
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Centre Port,853.6508333333334
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Metro Cable Car Lane->Centre Port,760.8536111111111
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Woolworths Lower Hutt->Centre Port,816.0950000000001
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Woolworths Queensgate->Centre Port,831.3628472222222
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Woolworths Tawa->Centre Port,793.8146527777778
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->FreshChoice Cannons Creek->Centre Port,898.2932638888889
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Woolworths Kilbirnie->Centre Port,673.994861111111
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->FreshChoice Woburn->Centre Port,620.6631944444445
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Woolworths Petone->Centre Port,632.1566666666666
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->FreshChoice Cuba Street->Centre Port,547.9661111111111
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Woolworths Karori->Centre Port,673.8138194444444
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Woolworths Aotea->Centre Port,706.7817361111111
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Woolworths Upper Hutt->Centre Port,852.05125
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Metro Cable Car Lane->Centre Port,548.1605555555556
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Woolworths Lower Hutt->Centre Port,671.782638888889
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Woolworths Queensgate->Centre Port,687.050486111111
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Woolworths Tawa->Centre Port,594.7322222222223
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Centre Port,706.5472222222221
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Kilbirnie->Centre Port,538.1766666666667
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Wainuiomata->Centre Port,742.1627777777778
Centre Port->Woolworths Newtown->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,535.9516666666667
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Petone->Centre Port,544.3111111111112
Centre Port->Woolworths Newtown->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,426.7277777777778
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Karori->Centre Port,536.3833333333333
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Porirua->Centre Port,701.7163888888889
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Aotea->Centre Port,638.259375
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Upper Hutt->Centre Port,743.3215972222222
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,535.4105555555556
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,573.1294444444444
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,584.2333333333333
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Tawa->Centre Port,544.8977777777778
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Crofton Downs->Centre Port,579.0277777777778
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Johnsonville->Centre Port,582.0155555555555
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Woolworths Maidstone->Centre Port,812.3870833333333
Centre Port->Woolworths Newtown->Metro Cable Car Lane->FreshChoice Cannons Creek->Centre Port,638.025625
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Woolworths Kilbirnie->Centre Port,725.8590972222223
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->FreshChoice Woburn->Centre Port,580.0016666666668
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Woolworths Petone->Centre Port,636.2014583333332
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->FreshChoice Cuba Street->Centre Port,585.6855555555557
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Woolworths Karori->Centre Port,725.6772916666666
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Woolworths Aotea->Centre Port,800.4520833333333
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Woolworths Upper Hutt->Centre Port,817.8351388888889
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Woolworths Johnsonville Mall->Centre Port,673.3814583333334
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Metro Cable Car Lane->Centre Port,585.8794444444445
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Woolworths Queensgate->Centre Port,636.0440972222223
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Woolworths Tawa->Centre Port,690.8561805555555
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->FreshChoice Cannons Creek->Centre Port,800.2175694444445
Centre Port->Woolworths Newtown->Woolworths Queensgate->Woolworths Kilbirnie->Centre Port,741.1269444444443
Centre Port->Woolworths Newtown->Woolworths Queensgate->FreshChoice Woburn->Centre Port,581.58
Centre Port->Woolworths Newtown->Woolworths Queensgate->Woolworths Petone->Centre Port,643.4202083333333
Centre Port->Woolworths Newtown->Woolworths Queensgate->FreshChoice Cuba Street->Centre Port,596.7894444444444
Centre Port->Woolworths Newtown->Woolworths Queensgate->Woolworths Karori->Centre Port,740.9459027777777
Centre Port->Woolworths Newtown->Woolworths Queensgate->Woolworths Aotea->Centre Port,815.7199305555556
Centre Port->Woolworths Newtown->Woolworths Queensgate->Woolworths Upper Hutt->Centre Port,833.10375
Centre Port->Woolworths Newtown->Woolworths Queensgate->Woolworths Johnsonville Mall->Centre Port,688.6500694444445
Centre Port->Woolworths Newtown->Woolworths Queensgate->Metro Cable Car Lane->Centre Port,596.9838888888888
Centre Port->Woolworths Newtown->Woolworths Queensgate->Woolworths Lower Hutt->Centre Port,635.8981944444445
Centre Port->Woolworths Newtown->Woolworths Queensgate->Woolworths Tawa->Centre Port,706.1247916666667
Centre Port->Woolworths Newtown->Woolworths Queensgate->FreshChoice Cannons Creek->Centre Port,815.4861805555555
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Kilbirnie->Centre Port,687.0413194444445
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Wainuiomata->Centre Port,863.9381249999999
Centre Port->Woolworths Newtown->Woolworths Tawa->FreshChoice Woburn->Centre Port,633.7096527777778
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Petone->Centre Port,645.203125
Centre Port->Woolworths Newtown->Woolworths Tawa->FreshChoice Cuba Street->Centre Port,557.4544444444444
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Karori->Centre Port,686.8602777777778
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Porirua->Centre Port,751.6556249999999
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Aotea->Centre Port,688.1986111111112
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Upper Hutt->Centre Port,855.0105555555556
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Johnsonville Mall->Centre Port,597.2650000000001
Centre Port->Woolworths Newtown->Woolworths Tawa->Metro Cable Car Lane->Centre Port,557.6488888888889
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Lower Hutt->Centre Port,684.8283333333333
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Queensgate->Centre Port,700.0961805555555
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Crofton Downs->Centre Port,707.9734027777777
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Johnsonville->Centre Port,663.2775
Centre Port->Woolworths Newtown->Woolworths Tawa->Woolworths Maidstone->Centre Port,924.0760416666667
Centre Port->Woolworths Newtown->Woolworths Tawa->FreshChoice Cannons Creek->Centre Port,687.9648611111112
Centre Port->Woolworths Newtown->Woolworths Crofton Downs->FreshChoice Woburn->Centre Port,717.3379166666666
Centre Port->Woolworths Newtown->Woolworths Crofton Downs->FreshChoice Cuba Street->Centre Port,588.5849999999999
Centre Port->Woolworths Newtown->Woolworths Crofton Downs->Metro Cable Car Lane->Centre Port,588.7794444444445
Centre Port->Woolworths Newtown->Woolworths Crofton Downs->Woolworths Tawa->Centre Port,702.795
Centre Port->Woolworths Newtown->Woolworths Johnsonville->FreshChoice Woburn->Centre Port,684.7458333333333
Centre Port->Woolworths Newtown->Woolworths Johnsonville->FreshChoice Cuba Street->Centre Port,594.5716666666668
Centre Port->Woolworths Newtown->Woolworths Johnsonville->Metro Cable Car Lane->Centre Port,594.7655555555557
Centre Port->Woolworths Newtown->Woolworths Johnsonville->Woolworths Tawa->Centre Port,664.9351388888889
Centre Port->Woolworths Newtown->Woolworths Maidstone->FreshChoice Woburn->Centre Port,834.0410416666668
Centre Port->Woolworths Newtown->Woolworths Maidstone->FreshChoice Cuba Street->Centre Port,829.6525000000001
Centre Port->Woolworths Newtown->Woolworths Maidstone->Metro Cable Car Lane->Centre Port,829.919097222222
Centre Port->Woolworths Newtown->Woolworths Maidstone->Woolworths Tawa->Centre Port,862.880138888889
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Kilbirnie->Centre Port,800.8317361111111
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->FreshChoice Woburn->Centre Port,747.5000694444445
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Petone->Centre Port,758.9935416666666
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->FreshChoice Cuba Street->Centre Port,655.2902777777778
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Karori->Centre Port,800.6499305555556
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Aotea->Centre Port,699.5606944444444
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Upper Hutt->Centre Port,894.1705555555554
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Johnsonville Mall->Centre Port,710.0297916666666
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Metro Cable Car Lane->Centre Port,655.5568750000001
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Lower Hutt->Centre Port,798.6187500000001
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Queensgate->Centre Port,813.8865972222223
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,625.8102777777779
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Wainuiomata->Centre Port,785.8549305555556
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->FreshChoice Woburn->Centre Port,567.7283333333334
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Petone->Centre Port,576.0872222222223
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->FreshChoice Cuba Street->Centre Port,459.9194444444444
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Karori->Centre Port,564.1677777777778
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Porirua->Centre Port,745.4093055555556
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Aotea->Centre Port,681.9522916666667
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Upper Hutt->Centre Port,787.0145138888888
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Centre Port,567.1866666666667
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Newtown->Centre Port,503.98444444444436
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Lower Hutt->Centre Port,606.7459027777778
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Queensgate->Centre Port,622.01375
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Tawa->Centre Port,576.6744444444445
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Crofton Downs->Centre Port,614.8561111111111
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Johnsonville->Centre Port,618.9635416666666
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Maidstone->Centre Port,856.0799999999999
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->FreshChoice Cannons Creek->Centre Port,681.7177777777778
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Kilbirnie->Centre Port,798.3475694444444
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->FreshChoice Woburn->Centre Port,638.2089583333332
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Petone->Centre Port,697.7586805555557
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->FreshChoice Cuba Street->Centre Port,652.806111111111
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Karori->Centre Port,798.1657638888888
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Aotea->Centre Port,872.9405555555555
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Upper Hutt->Centre Port,896.7616666666668
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Johnsonville Mall->Centre Port,745.8699305555556
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Newtown->Centre Port,755.9998611111112
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Lower Hutt->Centre Port,701.042638888889
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Queensgate->Centre Port,703.3595138888888
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Woolworths Tawa->Centre Port,769.7834722222221
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->FreshChoice Cannons Creek->Centre Port,872.7060416666666
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Kilbirnie->Centre Port,576.8133333333333
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Wainuiomata->Centre Port,630.2675694444443
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Petone->Centre Port,506.83444444444444
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,470.9649999999999
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Karori->Centre Port,576.6816666666667
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Porirua->Centre Port,706.1683333333334
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Aotea->Centre Port,642.7113194444445
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,660.0943749999999
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,538.6483333333334
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Newtown->Centre Port,546.0155555555557
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,501.3644444444445
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Queensgate->Centre Port,503.04888888888894
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Tawa->Centre Port,551.3572222222223
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Crofton Downs->Centre Port,611.2207638888888
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Johnsonville->Centre Port,585.2527777777777
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Maidstone->Centre Port,729.159861111111
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,642.4775694444444
Centre Port->Metro Cable Car Lane->Woolworths Petone->Woolworths Kilbirnie->Centre Port,585.1722222222223
Centre Port->Metro Cable Car Lane->Woolworths Petone->Woolworths Wainuiomata->Centre Port,689.3879861111111
Centre Port->Metro Cable Car Lane->Woolworths Petone->FreshChoice Woburn->Centre Port,511.39555555555546
Centre Port->Metro Cable Car Lane->Woolworths Petone->FreshChoice Cuba Street->Centre Port,479.3238888888889
Centre Port->Metro Cable Car Lane->Woolworths Petone->Woolworths Karori->Centre Port,585.0405555555556
Centre Port->Metro Cable Car Lane->Woolworths Petone->Woolworths Porirua->Centre Port,717.6618055555555
Centre Port->Metro Cable Car Lane->Woolworths Petone->Woolworths Aotea->Centre Port,654.2047916666667
Centre Port->Metro Cable Car Lane->Woolworths Petone->Woolworths Upper Hutt->Centre Port,709.5569444444444
